"","...1","player","season","team","possessions","id","ast_100","fga_100","fta_100","mid_100","rim_100","three_100","pps","ppp_100","three_pps","rim_pps","mid_pps","stl_100","blk_100","fls_100","oreb_100","dreb_100","tot_reb_100","assisted_percentage","ast_percentage","rim_rate","three_rate","mid_rate","perim_rate","clusters","Hybrid","Perimeter","Interior","clusters_Hybrid","all_around","three_level_scorer","off_ball_wing","in_and_out_facilitator","clusters_perimeter","perimeter_scorer","spotup_shooter","perimeter_playmaker","stretch_shooter","clusters_interior","interior_facilitator","rim_roller","slasher","rebounder"
"4444",2732,"GARY RAKEIM","NCAA 2022/2023","South Carolina St. Bulldogs",1310.3232,147510,3.77326563684068,17.8638880018909,4.86199634945501,3.90924664312924,5.04822672145419,6.98224279259659,0.888481649408938,19.9827935998265,0.915668202764977,0.903658013301867,0.700904121110177,1.56432910613206,0.0845127390310983,6.62552673007116,1.28594073317028,3.99899107103799,5.55445133941537,0.302057155383959,0.132948602737089,0.282593952722936,0.218835151827835,0.390857958349128,0.683292558557875,2,0.0227536061684796,0.972333671525437,0.00491272230608347,2,0.00117693882170935,0.0197640955207473,0.000460505591675549,0.00135206623434735,1,0.559512935703978,0.0809894589467225,0.232269600831711,0.0995616760430253,3,0.00117384267041944,0.000502903355461447,0.00282699747578608,0.000408978804416502
"4445",2739,"ISAIAH BURKE","NCAA 2022/2023","Morgan St. Bears",1713.1776,14217,3.11604676508623,18.9484174424454,5.20190262951324,3.99054436688377,5.57769881601592,7.73590848124078,1.01790657302965,23.8283888879738,1.13625607173994,1.00921225959427,0.674741379310345,1.77008163397631,0.324984653791335,5.12008132638127,1.02665826926562,3.3450457031305,4.60201695070096,0.380029974712554,0.117536337604745,0.294362251251738,0.210600403912612,0.408261455329349,0.677667017472193,2,0.0152891511828911,0.981524238279149,0.00318661053795977,2,0.00197173318087479,0.0113062534714544,0.000662900976014796,0.00134826355454712,1,0.947175422364635,0.012862947677999,0.00731845622606547,0.0141674120104496,3,2.38277549587605e-05,4.60410552764909e-05,0.00307492204651735,4.18196812071685e-05
"4446",2746,"JEVINN MUNIZ","NCAA 2022/2023","Delaware St. Hornets",1219.392,171132,3.13303544075052,13.9195611678237,3.16664847003868,2.61527641560953,4.72261302752115,4.58061066170652,0.816542984335936,14.1895610427146,0.726780688460706,0.950534014395171,0.519880365939479,1.75867389411259,0.17577967567328,5.13248365027189,1.68888581599087,4.51034867439013,6.47952392975702,0.38031150532258,0.102226739195038,0.339278873132716,0.187884975975749,0.329077232139688,0.603757772707956,2,0.229410259833415,0.746931726882561,0.0236580132840235,4,0.065502792684585,0.0175441208856682,0.0321518692736693,0.114211476989493,1,0.388160946004467,0.1036528149858,0.0683660206884547,0.186751945203839,3,0.0021580687084053,0.00590669574671032,0.0123178150057393,0.00327543382316857
"4447",2750,"JORDAN TILLMON","NCAA 2022/2023","Florida A&M Rattlers",1418.688,170862,3.04236350418054,16.7988564694685,4.12382915969646,4.54619890172345,6.0393688833147,4.37336867274751,0.801611105059065,16.8450831918943,0.707779886148008,1.00413811756221,0.485040567951318,1.21299043762482,0.0404061311397083,5.28486185334163,0.663948666441438,4.8340444337285,5.75571144675635,0.240141045300535,0.115672189161637,0.359510713975746,0.270625498228766,0.260337284308369,0.596270169315988,2,0.311303453138127,0.660011726170155,0.0286848206917186,1,0.113010411342234,0.0703089798867396,0.0292678760937282,0.0987161858154243,1,0.603334135096938,0.0246315200131679,0.0118960871852004,0.0201499838748482,3,0.000489491472852285,0.000827682912174507,0.0263534807156313,0.00101416559106056
"4448",2751,"JORDAN WOOD","NCAA 2022/2023","Howard Bison",1140.0576,99946,1.60704549010362,17.7007026758917,2.00613137670448,2.43655353458782,5.75832136546352,7.43248277859926,0.905209136689712,18.1170527007119,0.996588089330025,0.901684643040575,0.313352044907779,1.18474946860946,0.728517320965557,5.95533600110919,1.4311667774234,6.44903608016076,8.17061713711767,0.464049522509349,0.0535049148818385,0.325315975919212,0.137652927073138,0.419897611676302,0.631523032628204,2,0.039519657950045,0.954796729426106,0.00568361262384859,3,0.00373840011855402,0.000761330074722414,0.0326901788838279,0.00232974887294065,4,0.0359324289385034,0.281439395254793,0.00833122464569889,0.629093680587111,2,4.96468791706442e-05,0.00373655872053004,0.00021431301765726,0.00168309400649064
"4449",2756,"KAMRON CUNNINGHAM","NCAA 2022/2023","Coppin St. Eagles",1370.4192,96077,1.12480694313545,13.424122778839,1.65084640201802,1.46346966451353,3.85174832332666,6.23238599241816,0.940618523275344,14.2954664224107,0.935154707044108,1.0058936825886,0.378965517241379,1.31953838895641,0.494518441106968,6.2966028765868,1.08925430875259,5.71318840758792,7.06528746993725,0.481967546297608,0.0368564035589147,0.286927375947301,0.109017899241837,0.464267654214437,0.666446101727114,2,0.00390474105573876,0.995340801636978,0.000754457307283364,3,0.000548652388154855,0.000141996516694113,0.0028463655606581,0.00036772659023169,2,0.069588740143293,0.609936371391039,0.0194854614970954,0.296330228605551,4,1.47592561808635e-05,0.000224072756858809,5.2735181851889e-05,0.000462890112391803
"4450",2757,"KAMRON HOBBS","NCAA 2022/2023","Morgan St. Bears",1429.0176,169763,3.31138538923189,12.9466435486622,2.5373994683509,3.40063369305329,3.51949909645767,4.19423827121133,0.950956978725847,14.9643492137309,1.06906256765534,0.99030131826742,0.560461323392358,1.81152149131539,0.120714556004523,5.38361017915939,1.3854763372883,4.04942647935482,5.69154997145923,0.34350107503555,0.110745156528633,0.271846450644063,0.262665275387511,0.323963369768124,0.683337988516918,2,0.0228172755680562,0.972254884481426,0.00492783995051777,4,0.00332763010196634,0.00113071471620628,0.0034586394586461,0.0149002912912375,1,0.702227907131021,0.0809218850375906,0.0759537823843026,0.113151309928512,3,0.000384500775210656,0.000572967071058522,0.00356082236834426,0.000409549735904335
"4451",2762,"KHYRIE STATEN","NCAA 2022/2023","Delaware St. Hornets",897.4464,147588,1.90898963170433,18.9263125944722,3.99561212392601,5.2472875182408,6.21748359279533,5.13071854447514,0.840147047958871,19.5479272344819,0.808898776418242,0.954862288135593,0.60297976011994,1.94611842509494,0.0511867563465189,5.61997635077271,1.09702837943674,4.28107649246274,5.70458419176147,0.343421712763576,0.0710475480272394,0.328510033941386,0.277248274963681,0.271089179092058,0.625351000672009,2,0.0659575640763453,0.925149311896316,0.00889312402733918,1,0.056637220923029,0.00202415730703014,0.00421564593079296,0.00308053991549323,2,0.0330718525196498,0.691873263621316,0.00553194661032011,0.19467224914503,4,5.27784563101448e-05,0.00184276673662388,0.000316021235694511,0.00668155759871065
"4452",2764,"KOHEN THOMPSON","NCAA 2022/2023","UMES Hawks",732.2496,148379,2.14123699792165,11.8399806349749,1.79260173311313,1.98568188633507,2.71000541138769,4.59817333349557,0.764312107185829,10.9533976280819,0.687325374650749,0.905493863237873,0.298965517241379,1.00758342786635,0.335489123818354,6.69823957409405,1.08653068867556,4.73243245334205,6.17559920957065,0.470655768834789,0.0660754647805074,0.228885966534643,0.167709893077818,0.38835986943363,0.708409075741387,2,0.0620708056759941,0.922525101299941,0.0154040930240647,3,0.00674387627810238,0.00163033140533708,0.0470112006348541,0.00668539735770063,2,0.0938771072264614,0.498965013359006,0.0122838461752131,0.317399134539261,4,0.000203735047066895,0.0052869428688705,0.00156049920449868,0.00835291590362866
"4453",2766,"KRIS MONROE","NCAA 2022/2023","N.C. Central Eagles",1172.2752,5654,1.4491897129439,15.8293315158101,2.73998699709216,2.85006800203196,4.59809399011893,6.337799587977,0.932017758731161,17.5410098483423,0.856399583766909,1.11190046880635,0.593851659076122,1.1676211381576,0.179496223887679,7.43982961977551,1.81434241095303,6.75966665175218,8.86022472313858,0.465908220852384,0.0474976212147261,0.290479353820243,0.18004980179898,0.400383274659888,0.666465486401256,2,0.00391902839601968,0.995323649597886,0.000757322006094406,3,0.00109285609956878,0.000156176829277644,0.00229414827519963,0.000375847191973619,4,0.0580238908448179,0.219148014307245,0.0165917863671676,0.701559958078655,2,1.25674485972847e-05,0.000534616151588127,4.39736478825883e-05,0.000166164758026406
"4454",2768,"LATAVIAN LAWRENCE","NCAA 2022/2023","South Carolina St. Bulldogs",520.0512,95439,1.92195947572574,14.4489980669862,2.79523591091376,3.64873231537289,4.5340091698522,3.37736881533669,0.819033724838653,14.6484640037896,0.737656352863726,0.916163328197226,0.584556126192223,1.46043946118076,0.634423111857341,8.10751898279734,2.12099568469494,5.43297171267452,7.95861508526304,0.399166847715797,0.0632233932628711,0.313794018715507,0.25252493622445,0.233744153032554,0.607788416202927,2,0.190288465482126,0.788960021631316,0.0207515128865584,3,0.0680058581675393,0.010645361408395,0.083599958294698,0.0280372876114935,4,0.0566898358496179,0.108581551527989,0.0161954322785902,0.607493201975119,2,0.00042009243839112,0.016035349586573,0.0014726708185866,0.00282340004300766
"4455",2772,"MALIK BATTLE","NCAA 2022/2023","Coppin St. Eagles",232.0512,22576,1.42012898459482,11.9349472806024,3.18726678185499,2.60143508253868,3.29649800862692,2.50228184582321,0.847658721730707,13.4210154404642,0.744030163385002,0.947876124712283,0.498875562218891,1.01068194487906,0,7.66890764767353,0.809780677741536,4.55168528054469,5.85657735956306,0.36057427150939,0.0450618739149657,0.276205493926616,0.217967873789164,0.209660066943915,0.607569802278345,2,0.192312972388206,0.786776587593386,0.0209104400184074,3,0.0755999643316277,0.00723997826405333,0.0929770395582816,0.0164959902342436,2,0.0293327389294571,0.657133084635586,0.00695397196907522,0.0933567920592682,4,0.000180718624977332,0.00242151625200132,0.000763366893738452,0.0175448382476903
"4456",2774,"MARCUS DOCKERY","NCAA 2022/2023","Howard Bison",1060.0704,95471,1.95130612864438,14.872984734279,2.79075579703443,2.2923804548554,3.75506120662579,6.67383270229217,1.03964859580225,18.5655490376769,1.13059313215401,1.00659293306521,0.56510889292196,1.27678225946185,0,4.38480201959626,1.01272700783756,4.56638918206648,5.88050713923794,0.488370969459883,0.0634495625592692,0.252475294886251,0.154130492016976,0.448721814856061,0.704820358460379,2,0.056217659869387,0.930083300981175,0.0136990391494384,3,0.00892860464891701,0.000809740916894547,0.0434637859013069,0.00301552840226854,2,0.0331937665852773,0.757808106284247,0.00526468386481737,0.133816744246833,4,7.5881909483539e-05,0.00193170582135644,0.000479216850451686,0.0112122345681468
"4457",2778,"MIKE HOOD","NCAA 2022/2023","Coppin St. Eagles",1300.2624,96489,1.83728353557848,15.8607551813052,4.67057063343676,1.88897154556266,4.34835472547219,7.69104185276231,0.899386371107392,18.8798798307132,0.94376248929489,0.884950114196418,0.455121703853955,1.31638728424411,0.0424367822310552,6.44163037136618,0.782189644364785,4.56774285158671,5.62060273936628,0.372630955129886,0.0637544332141369,0.274158113895958,0.119097200856436,0.484910192790038,0.687805873105633,2,0.0292910916943748,0.964210739577937,0.00649816872768786,1,0.0165135477918278,0.00477638818792546,0.00407949769269502,0.00392165802192651,2,0.00930694248676525,0.9306906077524,0.00162264909052615,0.0225905402482453,4,1.05319973501476e-05,0.000146203120239391,6.04707083173212e-05,0.006280962901781
"4458",2787,"PARKER OKOYE","NCAA 2022/2023","Delaware St. Hornets",549.7344,138937,1.51281668634428,18.9144228272761,3.67761481004177,4.57760516992402,5.50878856175363,5.99253846116145,0.858791586152393,19.9819772474436,0.938229238160604,0.840771386627519,0.594827586206897,0.997557569897518,0,6.02730292661167,1.14774698077832,4.64758433794462,6.192499648557,0.356517462726075,0.0564505798503029,0.291248039237523,0.242016645801253,0.316823754860747,0.657390895385017,2,3.16716230075188e-05,0.999962605665416,5.72271157676053e-06,1,2.21890879068852e-05,1.28133519212002e-06,5.93008716828462e-06,2.271112740229e-06,2,0.0367760698571268,0.710585792064521,0.00839974069816498,0.244201003045602,4,4.8057644424615e-08,1.39065737309813e-06,2.10543655017866e-07,4.07345290421992e-06
