"","player","season","team","possessions","id","ast_100","fga_100","fta_100","mid_100","rim_100","three_100","pps","ppp_100","three_pps","rim_pps","mid_pps","stl_100","blk_100","fls_100","oreb_100","dreb_100","tot_reb_100","assisted_percentage","ast_percentage","rim_rate","mid_rate","three_rate","perim_rate","clusters","Hybrid","Perimeter","Interior","clusters_Hybrid","off_ball_wing","all_around","three_level_scorer","in_and_out_facilitator","clusters_perimeter","stretch_shooter","perimeter_scorer","spotup_shooter","perimeter_playmaker","clusters_interior","rim_roller","interior_facilitator","rebounder","slasher"
"11","DEANDRE WILLIAMS","NCAA 2021/2022","Memphis Tigers",1084.7616,10365,2.85461839880327,15.4737722654653,4.71142479789593,2.49032031323621,8.86154918313051,2.16755135799167,1.01208669074743,19.9483541188044,0.731527093596059,1.15030725793058,0.712195121951219,2.12469976407668,0.803205674355912,7.04192773710196,3.13623299283626,6.61028749597386,10.0375248882141,0.34404015335914,0.0947994876480281,0.572681892372678,0.160938152023483,0.140079052528727,0.344531893888507,3,0.00159291318227771,0.000523501039313785,0.997883585778409,2,0.000206001872329842,0.000792630812925205,0.000313772743669858,0.000280507753352805,2,8.29833775582796e-05,0.000257193581258003,0.00015474360754877,2.85804729487322e-05,4,0.158488104161088,0.0543836012555308,0.295517107961784,0.489494772400006
"12","EARL TIMBERLAKE","NCAA 2021/2022","Memphis Tigers",819.2256,146835,3.37218338815776,12.7772825381104,4.19875280145888,2.95562428179899,6.5130998009526,1.07384213491899,0.863359013867488,14.490176317588,0.600702576112412,1.00332383665717,0.53953488372093,1.34899529152986,0.756354902535156,7.2417595784448,2.01941164207588,6.42404552840399,8.77620811638036,0.318177517930538,0.101711257254658,0.509740610456581,0.231318691825382,0.084043076586596,0.382209258497624,3,0.0797555870978818,0.0214340662463934,0.898810346655725,4,0.0119617252945572,0.0144642005705951,0.00603820744214907,0.0472914537905805,2,0.0017232739641856,0.0166978033151243,0.00107682636550776,0.00193616260157578,4,0.0708456040412455,0.0790683643689832,0.0443207777980639,0.704575600447432
"13","ISIAH JASEY","NCAA 2021/2022","SMU Mustangs",326.6688,1592,1.35587339741175,11.5946914599933,2.55576630671578,2.18695003994609,5.19397880634517,1.16875215213814,0.803182289865099,11.7938462859307,0,0.872816212438854,0,1.39644491241216,1.17783366048841,7.43829431962042,1.86826240997369,5.51432163502596,7.83598839976933,0.353623734723969,0.0421733576148904,0.447961795643001,0.188616492943517,0.100800625542373,0.392494432564288,3,0.128965340381161,0.032356208527921,0.838678451090918,1,0.103900439030987,0.0156305937816582,0.00393372954222272,0.00550057802629291,1,0.0282557279489933,0.00208228122129179,0.00162640460404363,0.00039179475359224,1,0.732813550195904,0.0101081981662092,0.0422340277491913,0.0535226749796138
"14","JAHLIL WHITE","NCAA 2021/2022","Temple Owls",1217.472,118105,2.64172878946114,14.0717229101442,5.10033353469498,2.21000589552258,7.09382380470857,2.9288536330086,0.846264024826928,15.481333348248,0.65086782376502,0.9667616334283,0.557894736842105,1.91041758617729,0.800274116292505,6.93765333274905,2.50659032927289,7.6874324937598,10.4678572033369,0.357862338169635,0.0915524084270781,0.504119065590374,0.15705297138344,0.208137528837866,0.42009258218656,3,0.324567879342425,0.0648238943403178,0.610608226317257,2,0.040258556519243,0.132516528023109,0.0820818130299675,0.0697109817701054,2,0.00577188624433702,0.0545279449720454,0.0034943897922562,0.00102967333167914,4,0.0538515434875908,0.00954716745896819,0.0327613934255904,0.514448121945108
"15","JAHMAR YOUNG JR","NCAA 2021/2022","SMU Mustangs",292.3392,9328,1.69311965350927,11.5932120511759,3.75487711216969,2.31917387597665,4.95102613465224,1.19905416828154,0.892831920903955,13.9877030019112,0,1.03483681701504,0.484210526315789,0.979511101521757,1.05732473978453,7.70666876623693,1.91670049635801,5.58176721410002,7.96362739423616,0.393158224309256,0.0531253434296245,0.427062501125396,0.200045842837958,0.103427260968622,0.415411790688612,3,0.285861558041928,0.0596675074590938,0.654470934498978,1,0.207468704752557,0.0585976702660958,0.00846973996762214,0.0113254430556532,1,0.054905523227765,0.00282982245730583,0.00153497710830058,0.000397184665722375,1,0.603867860800042,0.00421697269287568,0.0164395484510328,0.0299465525550282
"16","JAKE FORRESTER","NCAA 2021/2022","Temple Owls",388.4544,1152,1.36729884087188,13.4842794760999,3.43034749400272,2.23263194713198,7.22120254963358,1.11790617448495,0.875755342667649,15.223834990964,0,0.989264626945786,0.36,0.983633088775877,0.844944447268437,7.32593115843397,2.63192903578611,5.41524790564872,8.48085616658804,0.381107828430583,0.0450181286085391,0.535527505376371,0.165572951160586,0.0829044055684529,0.316933438476088,3,0.00840227044813121,0.00308706789380502,0.988510661658064,1,0.00566476245240774,0.0022423340145514,0.000246609001114893,0.000248564980057178,1,0.00221945896878302,0.000256864651112839,0.000566813536597636,4.39307373115229e-05,1,0.712961063378202,0.0139419897916143,0.180529227915174,0.0810783805730738
"17","JALEN DUREN","NCAA 2021/2022","Memphis Tigers",1227.8016,146829,2.31985711891466,15.9989329987597,5.69660725323568,3.39482630842873,10.0265747953705,0.746899508996136,1.0385593220339,21.2524083796592,0.631773399014778,1.238620299689,0.510769230769231,1.50337626292889,2.69964193790403,6.77316849374258,4.17687558029746,8.75869993647052,13.2081580599992,0.448361377829834,0.0783665930229792,0.626702717996742,0.212190794766871,0.0466843325773062,0.292323400710774,3,0.0325236792866386,0.0129683590305206,0.954507961682841,3,0.00241279306836906,0.00682161525919926,0.0205798975074792,0.00270937345159106,3,0.00135822261336414,0.0015137623881516,0.00966165412375106,0.000434719905253758,3,0.100202672034653,0.0319583093568994,0.711093562547741,0.111253417743547
"18","JAMILLE REYNOLDS","NCAA 2021/2022","UCF Knights",384.192,101775,1.37141478946548,13.1717509106981,4.3587857523621,2.4512247793671,6.60732439814475,1.19189537903504,0.864105461393597,15.4109109491361,0.683497536945813,0.949755957507896,0.48695652173913,1.05721809411087,0.776863967288682,7.418608239356,2.07485989567422,5.43154930321813,7.9413939187505,0.367554827182966,0.0438651225925412,0.501628404829482,0.186097110094621,0.0904887578816104,0.355410942257651,3,0.0105157095057749,0.00328313516026178,0.986201155333963,2,0.003518718093686,0.00547728461537068,0.000819954951284613,0.000699751845433577,1,0.00304881354398524,0.000111312983862562,0.000103605199032423,1.94034333815579e-05,1,0.91590425107209,0.00582262457186834,0.0312449706300756,0.03322930905993
"19","JOSH CARLTON","NCAA 2021/2022","Houston Cougars",1272,9275,2.01490573830473,17.8623553034385,7.14998042606864,1.59340136253996,13.7408729082805,0.732569977371229,1.09427495291902,24.8815569492254,0.683497536945813,1.19465488215488,0.448,1.21408935673092,1.95333075083909,7.51136985757016,5.74622004358778,6.98458922524986,12.9981622194308,0.390876156955199,0.065589141715811,0.769264336917282,0.0892044377951231,0.041011947468664,0.144768400314392,3,0.177212662283915,0.0954660762995683,0.727321261416516,3,0.0220478893701097,0.0388077321698193,0.0913821821882806,0.0249748585557057,3,0.0184420378750805,0.0183695822717943,0.0496508594364957,0.0090035967161979,3,0.140539688776605,0.0683645519356225,0.37876676771604,0.139650252988248
"20","JOSH MINOTT","NCAA 2021/2022","Memphis Tigers",827.136,146833,2.49710609944368,15.3050911831127,4.82643066672807,2.35129687738755,9.12136071836804,1.6072269573697,0.933200398803589,18.8397411135139,0.600603621730382,1.08545618789521,0.475,1.98880011516779,1.18349987371411,7.10335184234266,3.24811348924597,6.450503867855,10.0299523029193,0.391795419333888,0.0833137878449381,0.59596905429955,0.153628413529605,0.105012569878909,0.302642108091956,3,0.0213261905596751,0.00823085228038718,0.970442957159938,2,0.00223095653560309,0.0127590451125253,0.0041912766634112,0.00214491224813546,3,0.00133866141907654,0.00224053394059197,0.00437073023765457,0.000280926683064103,3,0.158526179041707,0.0330932161118781,0.515372350816574,0.263451211189779
"21","JWAN ROBERTS","NCAA 2021/2022","Houston Cougars",946.2144,28614,1.79064938397373,10.288585785315,3.47417490630549,1.7041750493458,5.48826677846537,1.00489983242017,0.95629640005603,12.8015322980122,0.600702576112412,1.14248971193416,0.418181818181818,1.71739929968737,0.70779576447249,6.37237284843114,4.36704751102947,7.93277194198103,12.6112072807924,0.35179966328659,0.0504706057408721,0.533432572074079,0.165637443756186,0.0976713275652015,0.330482123846174,3,0.00100962829816096,0.000352243737017499,0.998638127964822,2,0.000277932618654108,0.00048958616690755,0.000140473625958597,0.0001016358866407,3,3.63130002919206e-05,3.10379443473324e-05,0.000275209942537943,9.68284984030348e-06,3,0.102904960119961,0.0273557896524066,0.780801540996468,0.0875758371959852
"22","KEVIN CROSS","NCAA 2021/2022","Tulane Green Wave",1348.608,23500,4.8487741647994,16.9934133369854,5.82760117419007,3.13851407691081,10.1058590941666,2.01131457334925,0.976125798676206,21.9382581709049,0.715088282504013,1.14680622651637,0.495238095238095,1.42707811102157,1.0922693197102,6.68148420426724,1.44427261834351,8.94434076637468,10.6473620363259,0.356351822300459,0.183173066511757,0.594692713804095,0.184690033407236,0.118358480045425,0.337567780393346,3,9.65283019537329e-06,3.27049053705953e-06,0.999987076679267,4,7.05538376889935e-07,9.0369227200805e-07,1.23780368516106e-06,6.80579586131424e-06,4,7.08779658995731e-09,1.67779913685823e-08,5.59373133366398e-09,3.24103101776733e-06,2,0.00218326096328785,0.990883668852454,0.00172334328038839,0.0051968035831372
"23","LUDGY DEBAUT","NCAA 2021/2022","East Carolina Pirates",725.6448,22346,1.73088094457137,10.8401665786995,2.37385607922412,2.031868526571,5.38046265629723,1.07412152803914,0.831544667308119,11.3924232928898,0.660714285714286,0.911680911680912,0.466666666666667,1.07941558738165,1.36565216555288,6.83074929211969,2.86667257730956,6.99373149438083,10.210873842159,0.356562102431342,0.0550262914152642,0.496345016216782,0.187438865613333,0.0990871791721119,0.365993915292559,3,0.028717944073963,0.00848805095153222,0.962794004974505,1,0.0193240497923519,0.00616968595471092,0.00139860037073883,0.00182560795616137,1,0.00376442373188776,0.0010758726863071,0.00349977618759633,0.000147978345741044,1,0.426328284842258,0.0166782660364551,0.399322698262853,0.120464755832939
"24","MALCOLM DANDRIDGE","NCAA 2021/2022","Memphis Tigers",616.7808,21577,2.33046103068212,13.8004280727471,4.77503045268541,2.10538659351432,8.1621627900307,1.0237333487384,0.915126800050975,16.3302677443484,0.631773399014778,1.03834422657952,0.4,1.99993388626628,1.51649511879771,8.31304604531561,2.44938009766577,5.93907925313758,8.76207298480446,0.427662107378686,0.0743526710606837,0.591442725327429,0.152559513546685,0.0741812749098745,0.277127056016949,3,0.0503341560165447,0.0209742335627567,0.928691610420699,2,0.0068591579202093,0.0314283948523867,0.00627157636991849,0.00577502687403026,2,0.00674973461488502,0.0112607473702538,0.0024709005232926,0.000492851054325289,4,0.302938881198245,0.021741482976522,0.109328773685825,0.494682472560106
"25","MARCUS WEATHERS","NCAA 2021/2022","SMU Mustangs",1519.9488,5863,2.87723331189414,16.6753261434514,6.18089191895642,2.06560231020139,9.77998066405614,3.20870158339012,0.990137346580947,21.7192209146233,0.834494773519164,1.08252111760884,0.663414634146341,1.05692705766825,0.822978786673063,5.99770214937419,2.99325083161313,8.89240277016109,12.127027916754,0.423362696664654,0.100342318464022,0.586494115912501,0.123871778724554,0.19242211851132,0.350352344768994,3,0.00527619423603647,0.00168805043029924,0.993035755333664,3,0.000141832313853229,0.00033897849323119,0.00446765782016506,0.000327725608786986,2,0.000246198669117555,0.000991203857407008,0.000366475697528429,8.41722062462431e-05,4,0.145140024540815,0.0494472406403843,0.21612335702578,0.582325133126685
